PROJECT_ID	TYPE	STATUS	???	???	???	OBJECTIVE	START_DATE	END_DATE	SECTOR	SUB_SECTOR	???	???
BRA/04/044 - A636 IPHAN	Cooperação Bloco	Concluído	Capacitação em Gestão do Patrimônio Cultural		Capacitação em Gestão do Patrimônio Cultural	 Visa especialmente a ampliar a capacidade de gestão das instituições envolvidas na preservação dos bens culturais da Região 9países da América do Sul), a partir de uma perspectiva integrada das Convenções da UNESCO de 1972, 2003 e 2005, por intermédio da formação prioritária de gestores do patrimônio cultural, com perfil generalista e capacidade de interlocução no processo de formulação, implementação, monitoramento e avaliação de políticas públicas relacionadas ao Patrimônio.	27/10/2010	27/01/2011	 Cultura	 Patrimônio Histórico e Artístico		BRA/04/044 - A636 IPHAN - Capacitação em Gestão do Patrimônio Cultural
BRA/04/044-A625	Cooperação Sul-Sul	Concluído	Missão de prospecção de projeto de cooperação técnica com São Tomé e Príncipe na área de capoeira.		Missão de prospecção de projeto de cooperação técnica com São Tomé e Príncipe na área de capoeira.		28/10/2010	28/01/2011	 Educação	 Formação Profissional		BRA/04/044-A625 - Missão de prospecção de projeto de cooperação técnica com São Tomé e Príncipe na área de capoeira.
BRA/04/044-A622	Cooperação Sul-Sul	Concluído	Capacitação de Profissionais de Saúde Haitianos em Técnicas de Tratamento e Prevenção do Cólera	Sociedade Beneficente Israelita Brasileira Hospital Albert Einstein - SBIBHAE	Capacitação de Profissionais de Saúde Haitianos em Técnicas de Tratamento e Prevenção do Cólera	 A atividade visa a capacitação de profissionais de saúde haitianos, em resposta emergencial ao surto da doença no país.	28/10/2010	01/07/2011	 Saúde	 Epidemiologia	Sociedade Beneficente Israelita Brasileira Hospital Albert Einstein - SBIBHAE	BRA/04/044-A622 - Capacitação de Profissionais de Saúde Haitianos em Técnicas de Tratamento e Prevenção do Cólera
BRA/04/044-A627	Cooperação Sul-Sul	Concluído	Missão de Prospecção para Construção de Hemocentro em Gana	Fundação Centro de Hematologia e Hemoterapia de Minas Gerais - HEMOMINAS || Ministério da Saúde (Brasil) - MS || Universidade Federal de Minas Gerais - UFMG	Missão de Prospecção para Construção de Hemocentro em Gana	 A missão realizou-se para a elaboração de projeto de cooperação para a construção de Centro de Hemoterapia e Doença Falciforme em Kumasi. A participação de analista da ABC para auxiliar na prospecção e, em especial, elaborar a proposta de projeto de cooperação e ajuste complementar.	29/10/2010	29/01/2011	 Saúde	 Controle e Prevenção de Doenças	Fundação Centro de Hematologia e Hemoterapia de Minas Gerais - HEMOMINAS || Ministério da Saúde (Brasil) - MS || Universidade Federal de Minas Gerais - UFMG	BRA/04/044-A627 - Missão de Prospecção para Construção de Hemocentro em Gana
BRA/04/043-A419	Cooperação Prestada Trilateral	Concluído	I Curso Internacional de capacitação multidisciplinar no manejo de tuberculose	Brasil - BRA	I Curso Internacional de capacitação multidisciplinar no manejo de tuberculose		30/10/2010	30/11/2010	 Saúde	 DST/ AIDS	Brasil - BRA	BRA/04/043-A419 - I Curso Internacional de capacitação multidisciplinar no manejo de tuberculose
BRA/04/043-S153	Cooperação Sul-Sul	Em execução	Programa de Capacitação em Reabilitação de Pessoas com Deficiência	Ministério da Saúde (Brasil) - MS || Sociedade Beneficente Israelita Brasileira Hospital Albert Einstein - SBIBHAE	Programa de Capacitação em Reabilitação de Pessoas com Deficiência	 No intuito de diminuir a carência de profissionais haitianos especializados em reabilitação de pessoas com deficiência, bem como apoiar a recuperação física e a inclusão social deste segmento da população, o projeto se propõe a desenvolver uma modalidade de treinamento em serviço, com vistas ao aprimoramento técnico de profissionais da saúde no Haiti.	01/11/2010	05/06/2013	 Saúde	 Atenção Psicossocial e Saúde Mental	Ministério da Saúde (Brasil) - MS || Sociedade Beneficente Israelita Brasileira Hospital Albert Einstein - SBIBHAE	BRA/04/043-S153 - Programa de Capacitação em Reabilitação de Pessoas com Deficiência
BRA/04/044-A633	Cooperação Sul-Sul	Concluído	Missão de Detalhamento de Projetos de Cooperação de Técnica	Timor-Leste - TL	Missão de Detalhamento de Projetos de Cooperação de Técnica	 A atividade isolada busca prospectar projetos de cooperação para contribuir com desenvolvimento do Timor-Leste nas áreas de Inteligência Policial, Inclusão Digital e Inclusão social.  Dando seqüência às atividades estabelecidas pelo Grupo Executivo de Cooperação Brasil - Timor-Leste estabelecido em 2008, a iniciativa buscou atender as demandas elencadas pelo Governo de Timor-Leste. Participaram da missão realizada de 29 de novembro a 04 de dezembro de 2012, representantes da Polícia Federal, MTCI e Instituto Nacional de Tecnologia da Informação.   A atividade resultou em propostas de projeto para a Casa Brasil e Capacitação da Policia Nacional de Timor-Leste, ambos ainda em negociação.	05/11/2010	30/03/2012	 Educação	 Formação Profissional	Timor-Leste - TL	BRA/04/044-A633 - Missão de Detalhamento de Projetos de Cooperação de Técnica
BRA/04/043-S155	Cooperação Sul-Sul	Em execução	Instituto Haiti - Brasil de Reabilitação de Pessoas com Deficiência	Ministério da Saúde (Brasil) - MS || Sociedade Beneficente Israelita Brasileira Hospital Albert Einstein - SBIBHAE	Instituto Haiti - Brasil de Reabilitação de Pessoas com Deficiência	 O projeto tem como objetivo contribuir para a inclusão social das pessoas com deficiência por meio do fortalecimento da capacidade de atenção diagnóstica e terapêutica do Ministério da Saúde e das Populações do Haiti. No âmbito dessa iniciativa será construído o Instituto Haiti - Brasil de Reabilitação que terá um quadro de fucionários treinados por três anos. O Instituto deverá caracterizar-se como uma unidade de saúde pública que oferece atenção diagnóstica e terapêutica para pessoas com deficiência física, auditiva, visual e/ou intelectual.	05/11/2010	04/11/2013	 Saúde	 Gestão Hospitalar	Ministério da Saúde (Brasil) - MS || Sociedade Beneficente Israelita Brasileira Hospital Albert Einstein - SBIBHAE	BRA/04/043-S155 - Instituto Haiti - Brasil de Reabilitação de Pessoas com Deficiência
BRA/04/044-A639	Cooperação Sul-Sul	Concluído	Curso de Resgate Veicular.		Curso de Resgate Veicular.	 O objetivo do curso é proporcionar aos participantes as técnicas e os conhecimentos necessários à realização, com segurança e eficiência, de resgate em acidentes automobilísticos com vítimas presas em ferragens.	05/11/2010	31/07/2011	 Segurança Pública	 Defesa Civil		BRA/04/044-A639 - Curso de Resgate Veicular.
BRA/04/044-A630	Prestada Trilateral com Organismo	Concluído	“Missão de Prospecção para elaboração de projeto na área de desenvolvimento comunitário em El Salvador“	Ministério da Educação - MEC	“Missão de Prospecção para elaboração de projeto na área de desenvolvimento comunitário em El Salvador“	 x	08/11/2010	08/04/2012	 Educação	 Educação não Formal	Ministério da Educação - MEC	BRA/04/044-A630 - “Missão de Prospecção para elaboração de projeto na área de desenvolvimento comunitário em El Salvador“
BRA/04/044-A631	Cooperação Sul-Sul	Concluído	Treinamento de Militares Sul-americanos no Âmbito da Defesa - Curso Auxiliar de Coordenação SAR.	Força Aérea Brasileira - FAB	Treinamento de Militares Sul-americanos no Âmbito da Defesa - Curso Auxiliar de Coordenação SAR.	 A atividade visa oferecer a sargentos da Força Aérea do Paraguai e da Força Aérea do Uruguai  Curso de Auxiliar de Coordenação –Busca e Salvamento -SAR , a ser promovida pela Força Aérea Brasileira, com duração de 29 dias,  em São José dos Campos - SP.	08/11/2010	08/01/2011	 Defesa	 Treinamento Militar	Força Aérea Brasileira - FAB	BRA/04/044-A631 - Treinamento de Militares Sul-americanos no Âmbito da Defesa - Curso Auxiliar de Coordenação SAR.
BRA/04/044-S282	Cooperação Sul-Sul	Em execução	Programa de Cooperação entre a Universidade Aberta do Brasil –UAB, o Ministério da Educação - MINED, a Universidade Pedagógica -UP, a Universidade Eduardo Mondlane – UEM de Moçambique, para formação de professores, para atuação em escolas de nível básico e médio, e agentes do serviço público.	CAPES/ABC- Agência Brasileira de Cooperação - CAPES/ABC || Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - CAPES || Secretaria de Educação a Distância do Ministério da Educação - SEED/MEC || Universidade da Integração Internacional da Lusofonia Afro-Brasileira - UNILAB || Universidade Federal de Goiás - - UFG || Universidade Federal de Juiz de Fora - UFJF || Universidade Federal do Rio de Janeiro - UFRJ || Universidade Federal Fluminense - UFF	Programa de Cooperação entre a Universidade Aberta do Brasil –UAB, o Ministério da Educação - MINED, a Universidade Pedagógica -UP, a Universidade Eduardo Mondlane – UEM de Moçambique, para formação de professores, para atuação em escolas de nível básico e médio, e agentes do serviço público.	 Apoiar os esforços de formação de professores, de nível superior, para atuarem em escolas de nível básico e médio em Moçambique, bem como formar quadros, de nível superior, para atuarem em órgãos do governo.  A cooperação tem como eixo central o fortalecimento da política nacional de educação, a partir das seguintes perspectivas:  •Capacitação de pessoal para dar seqüência à implantação da política de EaD. •Reforço à capacidade institucional do MINED-Moçambique. •Reforço do sistema de formação de professores para atuarem no ensino fundamental e médio, utilizando a EaD como modelo de democratização de acesso. •Reforço do sistema de formação de técnicos, de nível superior, para atuarem em órgãos do Governo, utilizando a EaD como modelo de democratização de acesso.	09/11/2010	30/12/2019	 Educação	 Formação Profissional	CAPES/ABC- Agência Brasileira de Cooperação - CAPES/ABC || Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - CAPES || Secretaria de Educação a Distância do Ministério da Educação - SEED/MEC || Universidade da Integração Internacional da Lusofonia Afro-Brasileira - UNILAB || Universidade Federal de Goiás - - UFG || Universidade Federal de Juiz de Fora - UFJF || Universidade Federal do Rio de Janeiro - UFRJ || Universidade Federal Fluminense - UFF	BRA/04/044-S282 - Programa de Cooperação entre a Universidade Aberta do Brasil –UAB, o Ministério da Educação - MINED, a Universidade Pedagógica -UP, a Universidade Eduardo Mondlane – UEM de Moçambique, para formação de professores, para atuação em escolas de nível básico e médio, e agentes do serviço público.
BRA/04/044-S287	Cooperação Sul-Sul	Em execução	Fortalecimento do Combate ao HIV/AIDS no Congo	Ministério da Saúde - Secretaria de Políticas de Saúde - Cn de Dst/aids - MS/DST-AIDS	Fortalecimento do Combate ao HIV/AIDS no Congo	 A prevalência do Hiv na população congolesa de mulheres e homens de 15-49 anos é estimada em 3,2%. este nível é duas vezes mais elevado entre as mulheres que entre os homens: 4,1% de mulheres soropositivas contra 2,1% de homens. Mundialmente, a prevalência  é mais elevada no meio urbano que no rural.  Este fato é especialmente verificado entre as mulheres, pois a índice de soropositividade no meio urbano alcança 4,6% contra 3,3% no meio rural. entretanto, constata-se o oposto entre os homens: a prevalência é levemente mais elevada no meio rural que no meio urbano (2,3% contra 1,9%). Para contribuir para a redução do impacto da epidemia de aids no Congo o Brasil realizará, por meio do Projeto, atividades de intercambio de conhecimentos em políticas públicas nacionais de Hiv/aids, o desenvolvimento de estratégias de prevenção para populações vulneráveis naquele país e organizará oficinas de capacitação em assistência e tratamento em Hiv/aids.	10/11/2010	10/05/2014	 Saúde	 DST/ AIDS	Ministério da Saúde - Secretaria de Políticas de Saúde - Cn de Dst/aids - MS/DST-AIDS	BRA/04/044-S287 - Fortalecimento do Combate ao HIV/AIDS no Congo
BRA/04/044-A649	Cooperação Sul-Sul	Concluído	Fortalecimento do Combate ao  HIV/AIDS	Ministério da Saúde-dep. Nac.doenças Sex. Transmissíveis - M.SAUDE/DNDST	Fortalecimento do Combate ao  HIV/AIDS	 A prevalência do HIV na população geral de mulheres e homens de 15-49 anos é estimada em 3,2%.Este nivel é duas vezes mais elevada entre as mulheres  que tem homens: 4,1% de mulheres soropositivas contra 2,1% de homens. Mundialmente, a prevalência é mais elevada no meio urbano que no rural.Este fato é especialmente verificado entre mulheres, pois a indice de soropositividade no meio urbano alcança 4,6% contra 3,3%no meio rural. Entretanto contasta-se o oposto entre os homens: A prevalência é levemente mais elevada no meio rural que no meio urbano 2,3% contra 1,9%.	10/11/2010	10/11/2011	 Saúde	 DST/ AIDS	Ministério da Saúde-dep. Nac.doenças Sex. Transmissíveis - M.SAUDE/DNDST	BRA/04/044-A649 - Fortalecimento do Combate ao  HIV/AIDS
BRA/04/044-S280	Cooperação Sul-Sul	Em execução	Fortalecimento da Sanidade Agropecuária na República Bolivariana de Venezuela.	Ministério da Agricultura, Pecuária e Abastecimento - MAPA	Fortalecimento da Sanidade Agropecuária na República Bolivariana de Venezuela.	 Fortalecer a sanidade agropecuária na Venezuela.	11/11/2010	12/11/2014	 Agricultura	 Abastecimento	Ministério da Agricultura, Pecuária e Abastecimento - MAPA	BRA/04/044-S280 - Fortalecimento da Sanidade Agropecuária na República Bolivariana de Venezuela.
BRA/04/044 - A641	Cooperação Bloco	Concluído	Realização da II Conferência MERCOSUL de Emprego e Trabalho Decente		Realização da II Conferência MERCOSUL de Emprego e Trabalho Decente	 A II Conferência MERCOSUL de Emprego e Trabalho Decente representa uma excelente oportunidade para a divulgação da experiência brasileira em matéria de promoção de Emprego e do Trabalho Decente como centro das políticas públicas. Neste sentido constitui uma substatíva contribuição do Brasil para o fortalecimento do marco da Cooperação Sul-Sul.	12/11/2010	12/02/2011	 Trabalho e Emprego	 Planejamento e Promoção do Trabalho		BRA/04/044 - A641 - Realização da II Conferência MERCOSUL de Emprego e Trabalho Decente
