PROJECT_ID	TYPE	STATUS	???	???	???	OBJECTIVE	START_DATE	END_DATE	SECTOR	SUB_SECTOR	???	???
Projeto PMA	Prestada Trilateral com Organismo	Em execução	Programa de Execução PAM/Brasil para a Promoção da Cooperação Sul-Sul de Apoio ao Desenvolvimento de Programas Sustentáveis de Alimentação Escolar	Fundo Nacional de Desenvolvimento da Educação - FNDE	Programa de Execução PAM/Brasil para a Promoção da Cooperação Sul-Sul de Apoio ao Desenvolvimento de Programas Sustentáveis de Alimentação Escolar	 De acordo com sua missão, o Centro objetiva facilitar o treinamento e o desenvolvimento de capacidades para governos nacionais de países em desenvolvimento, a fim de promover boas práticas e compartilhar experiências no que diz respeito a programas de alimentação escolar. Por esse motivo, o Centro é um facilitador e faz com que recursos sejam disponibilizados para esses governos nacionais em todos os seus níveis, para treinar colaboradores e expandir seus conhecimentos e sua capacidade no que diz respeito a seus próprios e autossustentáveis programas de alimentação escolar. Essas atividades em parceria com cada um dos governos são iniciadas, normalmente, com uma visita de estudo no Brasil, para que assim, permita que os agentes desses governos e os funcionários do WFP que possuem escritórios nestes países aprendam sobre o modelo brasileiro e possam trocar experiências.   Além disso, o Centro serve como uma plataforma de conhecimento com um web site (em desenvolvimento) de abrangência global na área de alimentação escolar, e ainda lista especialistas em alimentação escolar, nutrição e segurança alimentar e nutricional.	15/09/2010	15/09/2014	 Desenvolvimento Social	 Segurança alimentar	Fundo Nacional de Desenvolvimento da Educação - FNDE	Projeto PMA - Programa de Execução PAM/Brasil para a Promoção da Cooperação Sul-Sul de Apoio ao Desenvolvimento de Programas Sustentáveis de Alimentação Escolar
BRA/04/044-A605	Cooperação Sul-Sul	Concluído	“Missão de representantes do Instituto Haitiano de Estatística (IHS) ao Brasil para elaboração de proposta de projeto, em parceria com o IBGE, na área de pesquisa populacional das pessoas com deficiência”	Instituto Brasileiro de Geografia e Estatística (Brasil) - IBGE	“Missão de representantes do Instituto Haitiano de Estatística (IHS) ao Brasil para elaboração de proposta de projeto, em parceria com o IBGE, na área de pesquisa populacional das pessoas com deficiência”	 Apoiar a elaboração e execução de políticas públicas para a inclusão de pessoas com deficiência no Haiti.	16/09/2010	16/03/2011	 Cidades	 Urbanismo	Instituto Brasileiro de Geografia e Estatística (Brasil) - IBGE	BRA/04/044-A605 - “Missão de representantes do Instituto Haitiano de Estatística (IHS) ao Brasil para elaboração de proposta de projeto, em parceria com o IBGE, na área de pesquisa populacional das pessoas com deficiência”
BRA/04/044-Apoio brasemb	Cooperação Sul-Sul	Concluído	Missão para apoio ao Núcleo de Cooperação da Embaixada Brasileira em Porto Príncipe.		Missão para apoio ao Núcleo de Cooperação da Embaixada Brasileira em Porto Príncipe.	 O objetivo da missão é dar agilidade à negociação e execução dos projetos de cooperação do Brasil no Haiti, no âmbito do Núcleo de Cooperação Técnica da Embaixada brasileira.	17/09/2010	17/11/2010	 Administração Pública	 Gestão de Cooperação Técnica		BRA/04/044-Apoio brasemb - Missão para apoio ao Núcleo de Cooperação da Embaixada Brasileira em Porto Príncipe.
BRA/04/044-A604	Cooperação Sul-Sul	Concluído	Apoio às Iniciativas de Proteção da Criança no Haiti - Pastoral da criança – Fase 2	Pastoral da Criança do Brasil - PC	Apoio às Iniciativas de Proteção da Criança no Haiti - Pastoral da criança – Fase 2	 Possibilitar aos técnicos da Pastoral da Criança a realização de atividades de capacitação nos temas de proteção à saúde da infância e da família no Haiti, para reforço das ações desenvolvidas na fase I e para extensão do foco de atuação para as paróquias de Ouanaminthe e Trou Du Nord.	17/09/2010	23/12/2010	 Saúde	 Nutrição e Alimentação	Pastoral da Criança do Brasil - PC	BRA/04/044-A604 - Apoio às Iniciativas de Proteção da Criança no Haiti - Pastoral da criança – Fase 2
BRA/04/044-A563	Cooperação Sul-Sul	Concluído	Treinamento de militares sul-americanos no âmbito da defesa - Curso de Mestre de Salto para Sargentos.	Exército Brasileiro - EXBR	Treinamento de militares sul-americanos no âmbito da defesa - Curso de Mestre de Salto para Sargentos.	 Estimular o intercâmbio do conhecimento militar sul-americano, oferecendo a um  oficial do Exército do Paraguai curso, promovido pelo Exército Brasileiro.	17/09/2010	17/12/2010	 Defesa	 Treinamento Militar	Exército Brasileiro - EXBR	BRA/04/044-A563 - Treinamento de militares sul-americanos no âmbito da defesa - Curso de Mestre de Salto para Sargentos.
BRA/04/044-A610	Cooperação Sul-Sul	Concluído	Fortalecimento da Metodologia da Pastoral da Primeira Infância na Guatemala.	Pastoral da Criança- Conferência Nacional dos Bispos do Brasil - PC-CNBB	Fortalecimento da Metodologia da Pastoral da Primeira Infância na Guatemala.	 Organizar e acompanhar os trabalhos da Coordenação Nacional e de Dioceses guatemaltecas para fortalecer a metodologia da Pastoral da Primeira Infância na Guatemala.	17/09/2010	17/03/2011	 Desenvolvimento Social	 Combate à mortalidade infantil	Pastoral da Criança- Conferência Nacional dos Bispos do Brasil - PC-CNBB	BRA/04/044-A610 - Fortalecimento da Metodologia da Pastoral da Primeira Infância na Guatemala.
BRA/04/044-S123	Cooperação Sul-Sul	Concluído	Fortalecimento do Processo Agrícola e Industrial para Produção de Biodiesel a partir da Mamona.	EMBRAPA Sede - EMBRAPA	Fortalecimento do Processo Agrícola e Industrial para Produção de Biodiesel a partir da Mamona.	 Fortalecer o programa salvadorenho de biocombustíveis por meio da geração de tecnologia de produção agrícola, do apoio ao aumento de oferta de matéria-prima e do aperfeiçoamento dos processos industriais de extração de óleo e produção de biodiesel.	19/09/2010	19/09/2012	 Agricultura	 Agroindustria	EMBRAPA Sede - EMBRAPA	BRA/04/044-S123 - Fortalecimento do Processo Agrícola e Industrial para Produção de Biodiesel a partir da Mamona.
BRA/04/044-A611	Cooperação Sul-Sul	Concluído	Treinamento de Militares Sul-Americanos no Âmbito da Defesa (Curso de Auxiliar Comunicação Social)		Treinamento de Militares Sul-Americanos no Âmbito da Defesa (Curso de Auxiliar Comunicação Social)	 Estimular o intercâmbio do conhecimento militar sul-americano, oferecendo a  militares do Exército da Bolívia e Paraguai  Cursos e Estágios promovidos pelo Exército Brasileiro.	20/09/2010	12/02/2011	 Defesa	 Treinamento Militar		BRA/04/044-A611 - Treinamento de Militares Sul-Americanos no Âmbito da Defesa (Curso de Auxiliar Comunicação Social)
BRA/04/043-A405	Cooperação Prestada Trilateral	Concluído	I Curso internacional de capacitação sobre atenção humanizada à mulher e ao recém-nascido.		I Curso internacional de capacitação sobre atenção humanizada à mulher e ao recém-nascido.	 Curso para capacitação de representantes de instituições de saúde/maternidade de terceiros países para  atuação na atenção obstétrica e neonatal, visando melhoria na qualidade da assistência das populações atendidas.	20/09/2010	30/12/2010	 Saúde	 Saúde da Mulher		BRA/04/043-A405 - I Curso internacional de capacitação sobre atenção humanizada à mulher e ao recém-nascido.
S294	Cooperação Sul-Sul	Concluído	Inclusão social por meio da prática esportiva	Ole Brasil Futebol Clube - Ole Brasil	Inclusão social por meio da prática esportiva	 O projeto tem por objetivo fornecer qualificação em futebol no Brasil a jovens haitianos nascidos entre 1996 e 1998 durante um período de 09 meses. O Projeto será executado pelo Olé Brasil Futebol Clube (Olé Brasil F.C), em parceria com Agência Brasileira de Cooperação (ABC) e o Ministério da Juventude, Esportes e Ação Cívica (MJSAC) haitiano.  Durante o tempo de treinamento diário (físico, técnico e tático) e atuação em partidas amistosas e oficiais, os jovens atletas freqüentarão escola privada instalada dentro do Complexo Esportivo do clube, e disporão de convênio médico e odontológico, acomodação, alimentação, lavanderia, transporte local e participação em programas culturais, além de uniformes de treino e utilização de toda a infra-estrutura do Olé Brasil F.C.	20/09/2010	20/11/2011	 Esporte	 Educação de Crianças e Adolescentes	Ole Brasil Futebol Clube - Ole Brasil	S294 - Inclusão social por meio da prática esportiva
BRA/04/044-A609	Cooperação Prestada Trilateral	Concluído	XV Curso Internacional de Treinamento sobre Doenças Tropicais		XV Curso Internacional de Treinamento sobre Doenças Tropicais	 Capacitar os participantes a analisar as manifestações morfológicas e fisiopatológicas decorrentes das doenças tropicais, preparar ensaios biológicos para estudar as doenças tropicais, interpretar os dados obtidos a partir dos estudos das doenças tropicais, aplicar os conhecimentos e técnicas, contribuir para o melhoramento dos programas de saúde em doenças tropicais e para o desenvolvimento das ciências biomédicas nos países de origem.	20/09/2010	05/11/2010	 Saúde	 Controle e Prevenção de Doenças		BRA/04/044-A609 - XV Curso Internacional de Treinamento sobre Doenças Tropicais
BRA/04/044-A403	Prestada Trilateral com Organismo	Concluído	MISSÃO DA SECRETARIA DE TRABALHO E PREVIDÊNCIA SOCIAL DO MÉXICO PARA CONHECER A EXPERIÊNCIA DO MINISTÉRIO DO TRABALHO E EMPREGO DO BRASIL EM MATÉRIA DE RELAÇÕES DO TRABALHO		MISSÃO DA SECRETARIA DE TRABALHO E PREVIDÊNCIA SOCIAL DO MÉXICO PARA CONHECER A EXPERIÊNCIA DO MINISTÉRIO DO TRABALHO E EMPREGO DO BRASIL EM MATÉRIA DE RELAÇÕES DO TRABALHO	 A presente atividade pretende contribuir para o fomento do sistema público de emprego no México.	21/09/2010	30/10/2010	 Trabalho e Emprego	 Relações de Trabalho		BRA/04/044-A403 - MISSÃO DA SECRETARIA DE TRABALHO E PREVIDÊNCIA SOCIAL DO MÉXICO PARA CONHECER A EXPERIÊNCIA DO MINISTÉRIO DO TRABALHO E EMPREGO DO BRASIL EM MATÉRIA DE RELAÇÕES DO TRABALHO
BRA/04/043-A406	Cooperação Sul-Sul	Concluído	Capacitação em Cultivo e Beneficiamento de Tilápias.	Ministério da Pesca e Aqüicultura - MPA	Capacitação em Cultivo e Beneficiamento de Tilápias.	 O projeto tem como objetivo a capacitação e o beneficiamento de tilápias. Contribuirá para a geração de emprego e inclusão social aos países que compõem a CARICOM.	23/09/2010	23/03/2011	 Pesca	 Piscicultura	Ministério da Pesca e Aqüicultura - MPA	BRA/04/043-A406 - Capacitação em Cultivo e Beneficiamento de Tilápias.
BRA/04/043-A407	Cooperação Sul-Sul	Concluído	II Programa de Capacitação e Estágio Profissional para Jovens Advogados da União dos Advogados de Língua Portuguesa (UALP)		II Programa de Capacitação e Estágio Profissional para Jovens Advogados da União dos Advogados de Língua Portuguesa (UALP)	 Programa de capacitação e estágio profissional direcionado a advogados provenientes dos estados membros da CPLP. Nessa versão do curso prevê-se a participação de quatro advogados de cada um dos países africanos de língua portuguesa. Ao todo, vinte advogados participarão, durante um mês, do programa que acontecerá simultaneamente das seccionais da Ordem dos Advogados do Brasil em Goiânia, Curitiba, Belém, Brasília e Aracaju.	24/09/2010	24/01/2011	 Educação	 Formação Profissional		BRA/04/043-A407 - II Programa de Capacitação e Estágio Profissional para Jovens Advogados da União dos Advogados de Língua Portuguesa (UALP)
BRA/04/043-A411	Cooperação Sul-Sul	Concluído	Curso de Capacitação sobre o Middleware Ginga.	Ministério Das Comunicaçöes - MINICOM	Curso de Capacitação sobre o Middleware Ginga.	 Auxiliar países em desenvolvimento no processo de adoção do Sistema Nipo-Brasileiro de Televisão Digital.	27/09/2010	27/12/2010	 Comunicações	 Telecomunicações	Ministério Das Comunicaçöes - MINICOM	BRA/04/043-A411 - Curso de Capacitação sobre o Middleware Ginga.
BRA/04/043-A408	Cooperação Sul-Sul	Concluído	Missão técnica para identificação e elaboração de projeto de cooperação técnica com órgãos de assessoria jurídica		Missão técnica para identificação e elaboração de projeto de cooperação técnica com órgãos de assessoria jurídica	 Prestar apoio técnico ao Governo paraguaio visando à elaboração de proposta de cooperação técnica que contribua para o aperfeiçoamento do processo de elaboração normativa e assessoria jurídica ao chefe do governo.	27/09/2010	27/12/2010	 Administração Pública	 Governança		BRA/04/043-A408 - Missão técnica para identificação e elaboração de projeto de cooperação técnica com órgãos de assessoria jurídica
BRA/04/044-Seminário Biotech	Cooperação Prestada Trilateral	Concluído	"Seminário ""A Biotecnologia como um instrumento para o desenvolvimento sustentável na agricultura""."		"Seminário ""A Biotecnologia como um instrumento para o desenvolvimento sustentável na agricultura""."		29/09/2010	15/10/2010	 Agricultura	 Pesquisa		"BRA/04/044-Seminário Biotech - Seminário ""A Biotecnologia como um instrumento para o desenvolvimento sustentável na agricultura""."
BRA/04/043-A415	Cooperação Sul-Sul	Concluído	Capacitação em Recursos Genéticos e Biotecnologia.		Capacitação em Recursos Genéticos e Biotecnologia.	 Capacitação de recursos humanos em atividades de conservação e udo de recurso genéticos vegetais.	01/10/2010	30/11/2010	 Saúde	 Controle e Prevenção de Doenças		BRA/04/043-A415 - Capacitação em Recursos Genéticos e Biotecnologia.
BRA/04/043-418	Cooperação Sul-Sul	Concluído	Curso de Busca e Resgate em Estruturas Colapsadas.		Curso de Busca e Resgate em Estruturas Colapsadas.	 A capacitação busca transferir conhecimentos técnico práticos para aplicação nas operações de busca, salvamento e resgate de vítimas em estruturas colapsadas.	04/10/2010	31/12/2010	 Segurança Pública	 Defesa Civil		BRA/04/043-418 - Curso de Busca e Resgate em Estruturas Colapsadas.
BRA/04/043-A417	Cooperação Sul-Sul	Concluído	Missão Cooperação Técnica em Saúde, Saneamento e Gestão de Fundos Públicos na Palestina.		Missão Cooperação Técnica em Saúde, Saneamento e Gestão de Fundos Públicos na Palestina.	 A missão ocorreu com sucesso. No entanto, devido a falta de acordo básico de cooperação, não foram elaborados projetos. As demandas foram anotadas e a ABC consultou instituições brasileiras que pudessem atendê-las. Desta maneira, surgiram atividades nas áreas de transplante de fígado, gestão de resíduos sólidos e fundos públicos e workshop na área urologia.	04/10/2010	31/12/2010	 Saúde	 Controle e Prevenção de Doenças		BRA/04/043-A417 - Missão Cooperação Técnica em Saúde, Saneamento e Gestão de Fundos Públicos na Palestina.
BRA/04/044-S278	Cooperação Sul-Sul	Concluído	Capacitação Técnica para Formação de Instrutores de Táticas Defensivas: Defesa Pessoal Policial.	Departamento da Polícia Federal - DPF/MJ	Capacitação Técnica para Formação de Instrutores de Táticas Defensivas: Defesa Pessoal Policial.	 Reforçar as capacidades da Polícia Nacional do Haiti, por meio da qualificação de seu corpo técnico e reforço institucional, com vistas a contribuir para a melhoria da segurança pública no Haiti.	04/10/2010	04/10/2012	 Segurança Pública	 Prevenção do Crime	Departamento da Polícia Federal - DPF/MJ	BRA/04/044-S278 - Capacitação Técnica para Formação de Instrutores de Táticas Defensivas: Defesa Pessoal Policial.
BRA/04/043-A420	Cooperação Prestada Trilateral	Concluído	Missão Diagnóstica de Técnicos do Governo Brasileiro nas Áreas de Agricultura e Saúde ao Egito		Missão Diagnóstica de Técnicos do Governo Brasileiro nas Áreas de Agricultura e Saúde ao Egito		06/10/2010	05/01/2011	 Agricultura	 Irrigação		BRA/04/043-A420 - Missão Diagnóstica de Técnicos do Governo Brasileiro nas Áreas de Agricultura e Saúde ao Egito
BRA/04/043-A423	Cooperação Sul-Sul	Concluído	Missão de Prospecção para Elaboração de Projeto de Cooperação Técnica nas áreas de Empreendedorismo, Educação e Defesa	Ministério da Defesa do Brasil - MIN. DEFESA || Serviço Brasileiro de Apoio às Micros e Pequenas Empresas (Brasil) - SEBRAE	Missão de Prospecção para Elaboração de Projeto de Cooperação Técnica nas áreas de Empreendedorismo, Educação e Defesa	" A Atividade Isolada em tela foi elaborada para respaldar a missão de prospecção brasileira que pretendia realizar levantamento de subsídios para implantação e implementação dos seguintes projetos: (i) “Centro de Formação Militar” (Defesa); (ii) ""Centro de Atendimento ao Empreendedor"" (Empreendedorismo); e (iii) “Apoio à Reestruturação dos Cursos de Educação Profissional em Contabilidade e Administração do Centro de Formação Administrativa da Guiné-Bissau"" (Educação)."	08/10/2010	31/12/2010	 Educação	 Formação Profissional	Ministério da Defesa do Brasil - MIN. DEFESA || Serviço Brasileiro de Apoio às Micros e Pequenas Empresas (Brasil) - SEBRAE	BRA/04/043-A423 - Missão de Prospecção para Elaboração de Projeto de Cooperação Técnica nas áreas de Empreendedorismo, Educação e Defesa
BRA/04/043-S149	Cooperação Sul-Sul	Em execução	Fortalecimento das ações de prevenção e controle do câncer	Instituto Nacional do Câncer. - INCA || Ministério da Saúde (Brasil) - MS	Fortalecimento das ações de prevenção e controle do câncer	 O projeto visa contribuir com o Governo de Moçambique no combate e no controle do câncer, por meio do desenvolvimento do sistema de informação em câncer, do apoio aos programas de prevenção ao câncer de colo de útero e de mama, assim como por meio da e capacitação de recursos humanos nas áreas de anatomia patológica, radioterapia, radiologia, cirurgia oncológica, imaginologia e medicina nuclear.	08/10/2010	31/12/2015	 Saúde	 Controle e Prevenção de Doenças	Instituto Nacional do Câncer. - INCA || Ministério da Saúde (Brasil) - MS	BRA/04/043-S149 - Fortalecimento das ações de prevenção e controle do câncer
BRA/04/044-S299	Cooperação Sul-Sul	Concluído	Capacitação técnica em sistemas produtivos de cultivo de seringueiras em zonas de escape e não-escape	Comissão Executiva do Plano da Lavoura Cacaueira - CEPLAC	Capacitação técnica em sistemas produtivos de cultivo de seringueiras em zonas de escape e não-escape	 O projeto visa o aumento da competitividade e produtividade do subsetor seringueiro colombiano em áreas potenciais  através do desenvolvimento de projetos produtivos.	10/10/2010	10/10/2012	 Agricultura	 Pesquisa	Comissão Executiva do Plano da Lavoura Cacaueira - CEPLAC	BRA/04/044-S299 - Capacitação técnica em sistemas produtivos de cultivo de seringueiras em zonas de escape e não-escape
BRA/04/044-A613	Cooperação Prestada Trilateral	Concluído	I Curso internacional de monitoramento de florestas tropicais		I Curso internacional de monitoramento de florestas tropicais	 Não há	10/10/2010	12/12/2010	 Meio Ambiente	 Preservação dos Ecossistemas		BRA/04/044-A613 - I Curso internacional de monitoramento de florestas tropicais
BRA/04/044-S274	Cooperação Sul-Sul	Em execução	Capacitação Técnica e Implementação de Mecanismos para o Manejo Sustentável do Sistema de Águas Pluviais das Bacias dos Lagos Manágua e Nicarágua	Ministério das Cidades - MC	Capacitação Técnica e Implementação de Mecanismos para o Manejo Sustentável do Sistema de Águas Pluviais das Bacias dos Lagos Manágua e Nicarágua	 O projeto irá capacitar técnicos para a elaboração de instrumentos de controle do escoamento e evitar a degradação ambiental de águas nas bacias dos Lagos Manágua e Nicarágua.	10/10/2010	31/12/2014	 Meio Ambiente	 Recursos Hídricos	Ministério das Cidades - MC	BRA/04/044-S274 - Capacitação Técnica e Implementação de Mecanismos para o Manejo Sustentável do Sistema de Águas Pluviais das Bacias dos Lagos Manágua e Nicarágua
BRA/04/043-A424	Cooperação Sul-Sul	Concluído	Curso de Regulação na Área do Petróleo para Países Africanos.	Agência Nacional do Petróleo, Gás Natural e Biocombustíveis - ANPGNB	Curso de Regulação na Área do Petróleo para Países Africanos.		11/10/2010	11/04/2011	 Minas e Energia	 Biocombustíveis	Agência Nacional do Petróleo, Gás Natural e Biocombustíveis - ANPGNB	BRA/04/043-A424 - Curso de Regulação na Área do Petróleo para Países Africanos.
BRA/04/044-A616	Prestada Trilateral com Organismo	Concluído	Missão para participação no curso Financial Safeguard ate Central Banks, parceria entre o Governo brasileiro e o FMI.	Escola de Administração Fazendária - ESAF	Missão para participação no curso Financial Safeguard ate Central Banks, parceria entre o Governo brasileiro e o FMI.	 Cursos realizado em Brasília em parceria com o FMI para técnicos da América Latina e Caribe.	14/10/2010	30/11/2010	 Administração Pública	 Sistema Financeiro	Escola de Administração Fazendária - ESAF	BRA/04/044-A616 - Missão para participação no curso Financial Safeguard ate Central Banks, parceria entre o Governo brasileiro e o FMI.
BRA/04/043 S297	Cooperação Sul-Sul	Em execução	Fortalecimento do Processo de Implementação da Vigilância Sanitária Internacional em Portos, Aeroportos, Fronteiras   do Peru.	Agência Nacional de Vigilância Sanitária - ANVISA	Fortalecimento do Processo de Implementação da Vigilância Sanitária Internacional em Portos, Aeroportos, Fronteiras   do Peru.	 O projeto pretende reforçar a capacidade dos agentes de vigilância sanitária peruanos por meio de capacitações nas áreas de controle sanitário de viajantes, infra-estrutura e inspeção de produtos.	14/10/2010	31/12/2014	 Saúde	 Educação Sanitária	Agência Nacional de Vigilância Sanitária - ANVISA	BRA/04/043 S297 - Fortalecimento do Processo de Implementação da Vigilância Sanitária Internacional em Portos, Aeroportos, Fronteiras   do Peru.
BRA/04/044-S437	Cooperação Prestada Trilateral	Concluído	Programa de Capacitação em Cooperação Técnica Internacional	Escola Nacional de Administraçäo Pública - ENAP	Programa de Capacitação em Cooperação Técnica Internacional	 O projeto tem como objetivo desenvolver um programa piloto de capacitação em cooperação técnica internacional, com vistas contribuir para o aprimoramento da atuação brasileira em cooperação técnica internacional, por meio da capacitação dos profissionais da administração pública engajados em projetos e programas de cooperação, especialmente cooperação sul-sul brasileira.	15/10/2010	15/04/2013	 Administração Pública	 Gestão de Cooperação Técnica	Escola Nacional de Administraçäo Pública - ENAP	BRA/04/044-S437 - Programa de Capacitação em Cooperação Técnica Internacional
BRA/04/044-A617	Cooperação Prestada Trilateral	Concluído	V Curso Internacional de Capacitação em Tecnologias Agroflorestais.		V Curso Internacional de Capacitação em Tecnologias Agroflorestais.	 Capacitar técnicos para atuarem no planejamento, transferência e adoção de tecnologias agroflorestais que gerem impactos na redução, mitigação e reversão da degradação dos recursos naturais (biodiversidade, solo, água) proporcionada pela adoção de sistemas de uso da terra inadequados às condições ambientais amazônicas, bem como na melhoria da qualidade de vida dos agricultores familiares.	18/10/2010	18/12/2010	 Agricultura	 Agricultura Familiar		BRA/04/044-A617 - V Curso Internacional de Capacitação em Tecnologias Agroflorestais.
BRA/04/044-S268	Cooperação Sul-Sul	Concluído	Implantação de Projeto Piloto de Terapia Comunitária em Moçambique Como Recurso de Promoção da Saúde.	Instituto Brasileiro de Ação Popular – IBrAP - IBRAP || Secretaria de Estado de Saúde do Distrito Federal - SES/DF	Implantação de Projeto Piloto de Terapia Comunitária em Moçambique Como Recurso de Promoção da Saúde.	 Contribuir para a promoção da saúde e do desenvolvimento humano e social de comunidades vulneráveis em Moçambique, por intermédio da criação e fortalecimento de redes sociais solidárias e da valorização do saber e da competência dos indivíduos.  O projeto piloto de Terapia Comunitária (TC) foi implantado em 3 regiões do país. Foram selecionados 60 candidatos com o perfil adequado para implementar a TC nas áreas priorizadas, além de adaptar a metodologia de terapia Comunitária à realidade de Moçambique.	19/10/2010	19/02/2012	 Saúde	 Controle e Prevenção de Doenças	Instituto Brasileiro de Ação Popular – IBrAP - IBRAP || Secretaria de Estado de Saúde do Distrito Federal - SES/DF	BRA/04/044-S268 - Implantação de Projeto Piloto de Terapia Comunitária em Moçambique Como Recurso de Promoção da Saúde.
BRA/04/044-A618	Cooperação Prestada Trilateral	Concluído	Encontro dos Diretores-Gerais de Água dos Países da Organização do Tratado de Cooperação Amazônica (OTCA)	Agência Nacional de Águas - ANA - ANA	Encontro dos Diretores-Gerais de Água dos Países da Organização do Tratado de Cooperação Amazônica (OTCA)	 não utilizado	20/10/2010	20/04/2011	 Meio Ambiente	 Águas Litorâneas	Agência Nacional de Águas - ANA - ANA	BRA/04/044-A618 - Encontro dos Diretores-Gerais de Água dos Países da Organização do Tratado de Cooperação Amazônica (OTCA)
BRA/04/043-A425	Cooperação Sul-Sul	Concluído	Missão Multidisciplinar ao Suriname para Elaboração de Projetos de Cooperação		Missão Multidisciplinar ao Suriname para Elaboração de Projetos de Cooperação	 Elaborar novos projetos de cooperação técnica nas áreas de agricultura, gestão rodoviária, igualdade racial e análises estatísticas, com vistas ao fortalecimento dos recursos humanos da administração pública surinamesa.	20/10/2010	20/12/2010	 Cooperação Técnica	 Missão de Prospecção/Multidisciplinar		BRA/04/043-A425 - Missão Multidisciplinar ao Suriname para Elaboração de Projetos de Cooperação
BRA/04/044-S279	Cooperação Sul-Sul	Concluído	Fortalecimento do Sistema Público de Emprego da República Dominicana.	Secretaria do Trabalho Emprego Renda e Esporte - SETRE	Fortalecimento do Sistema Público de Emprego da República Dominicana.	 A partir da experiência de atendimento ao trabalhador vivenciada pela Secretaria de Trabalho, Emprego e Esporte da Bahia, o projeto busca, repassar ao Governo dominicano a metodologias que possibilitem a criação de uma central de vagas para prospecção de postos de trabalho, para incremento e inserção do trabalhador no mercado.	22/10/2010	06/05/2013	 Trabalho e Emprego	 Planejamento e Promoção do Trabalho	Secretaria do Trabalho Emprego Renda e Esporte - SETRE	BRA/04/044-S279 - Fortalecimento do Sistema Público de Emprego da República Dominicana.
BRA/04/044- Butantã	Cooperação Prestada Trilateral	Concluído	IV Curso Internacional de Treinamento em Desenvolvimento de Imunobiológicos para a Saúde Pública.		IV Curso Internacional de Treinamento em Desenvolvimento de Imunobiológicos para a Saúde Pública.		22/10/2010	22/12/2010	 Saúde	 Medicamentos		BRA/04/044- Butantã - IV Curso Internacional de Treinamento em Desenvolvimento de Imunobiológicos para a Saúde Pública.
BRA 04/044-A619	Cooperação Prestada Trilateral	Concluído	Peixes Amazônicos-Povo Amazônico	Instituto Amazônico de Manejo Sustentável dos Recursos Ambientais - IARA || Ministério da Pesca e Aqüicultura - MPA	Peixes Amazônicos-Povo Amazônico	 O objetivo principal da proposta é de catalisar a elaboração de um plano estratégico para a pesca continental no norte da Amazônia Boliviana, e para a  qüicultura de pequena escala. Uma meta de meio e longo prazo será a constituição de uma nova rede de apoio internacional que vai trabalhar com os parceiros da Bolívia para ajudar a executar o plano estratégico.	24/10/2010	28/02/2011	 Pesca	 Piscicultura	Instituto Amazônico de Manejo Sustentável dos Recursos Ambientais - IARA || Ministério da Pesca e Aqüicultura - MPA	BRA 04/044-A619 - Peixes Amazônicos-Povo Amazônico
BRA/04/044-S193	Cooperação Sul-Sul	Em execução	Apoio Institucional ao ITRA.	Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA	Apoio Institucional ao ITRA.	 O setor agrícola é fundamental para a economia togolesa, pois garante uma parte considerável das necessidades alimentares da população. O setor emprega cerca de 70% da população ativa e contribui com mais de 35% do PIB do país. Por essa razão, constitui uma prioridade para o governo a busca incessante da segurança alimentar e da diminuição da pobreza no meio rural.  No entanto, por não empregar técnicas modernas, essa agricultura apresenta atualmente baixa produtividade e instabilidade constante. A fim de encontrar uma solução para a modernização do setor agrícola, por ocasião da Comista Brasil-Togo, realizada em Lomé, em março de 2009, o Governo do Togo priorizou para a cooperação com o Brasil a introdução de novas variedades de culturas agrícolas e o treinamento de seus técnicos, formalizada através da assinatura deste projeto.   Diante deste contexto, o projeto tem como foco apoiar a política de modernização da agricultura no Togo, por meio da capacitação de técnicos togoleses na produção e no manejo da mandioca e da inclusão de novas variedades de mandioca na produção togolesa já existente. Estão previstas 6 missões brasileiras ao Togo e 3 missões togolesas ao Brasil, as quais envolverão a participação de 20 pesquisadores brasileiros na capacitação de aproximadamente 30 pesquisadores togoleses.	24/10/2010	31/12/2014	 Agricultura	 Pesquisa	Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA	BRA/04/044-S193 - Apoio Institucional ao ITRA.
BRA/04/044-A629	Prestada Trilateral com Organismo	Concluído	Missão para participação no curso sobre Estatísticas Monetárias e Financeiras, parceria entre o Governo brasileiro e o FMI.	Escola de Administração Fazendária - ESAF	Missão para participação no curso sobre Estatísticas Monetárias e Financeiras, parceria entre o Governo brasileiro e o FMI.	 Curso realiazado em Brasília em parceria com o FMI para técnico da América Latina e CPLP.	27/10/2010	27/12/2010	 Administração Pública	 Sistema Financeiro	Escola de Administração Fazendária - ESAF	BRA/04/044-A629 - Missão para participação no curso sobre Estatísticas Monetárias e Financeiras, parceria entre o Governo brasileiro e o FMI.
